speed,acceleration,direction_change,dist_from_route,dist_from_last,label
2.6884297367876178,0.07376687964665986,1.6387462431908322,1.360806466249842,10.378259562906933,0
2.1862287810584187,0.09010311355076592,3.982066438585523,0.8110588819466513,5.857610284262028,0
3.001523010076707,0.10959488679365181,6.235858997185429,0.0,6.550161314216796,0
3.5285611131094576,0.0831872630659464,9.598620066908936,1.9391504799970722,8.657783073454082,0
0.0990983068099663,4.94884799093767,144.45251356703602,196.85857247797,451.63016950033824,1
2.9836526259529537,0.0692938717495842,4.615209558548507,1.7488821653575592,6.706327391664753,0
2.076906068880953,0.06502927299383562,6.187742662874136,0.6193478298898605,5.785077182744619,0
2.728663100132989,0.11056982837353295,5.006694866487206,1.9820720317502012,7.200607018328018,0
1.8944323454960574,0.11434779271508544,8.468020008353381,1.1544478236453863,5.775627397442883,0
2.9547333588479194,0.09810534591415847,7.002644241109987,0.48158430117131745,3.5600218248872473,0
2.473158790426823,0.060455910415271735,13.13099493300468,3.5083107487475504,9.396798242658802,0
4.030751788318199,0.05974141241285619,3.4516500743856957,0.5126255535960231,5.1413470580518705,0
3.096794955683772,0.07880549788388237,2.0254188766861034,2.815324166809014,5.990590278586408,0
3.112225909279986,0.09888498581409735,0.0,2.6185563569779244,9.403764504118588,0
3.1675290145420587,0.07179019100697567,7.614667898864425,3.182900489387524,6.505556335559031,0
2.8798373009209324,0.22425949583394458,3.45228406060298,0.11701655332827343,3.0791283558075895,0
2.760581271995798,0.0862598847623656,3.870732336235414,1.7268477534800981,6.632279593307127,0
2.2966694515758888,0.026293393397894715,4.4614562753825595,3.152348638961926,7.143709338014391,0
18.804553803737587,3.4381454271826453,101.99770806540195,151.7700361827625,59.343840376007435,1
3.210486472194695,0.12139071975764516,4.9518378822542415,1.484530726916141,10.369487797413361,0
3.7689659592062763,0.07382120057967086,8.019233120079665,0.0,6.871394108378748,0
3.2041263778572358,0.0,5.441894001167252,3.269613262599843,5.085401424832337,0
3.4757246385290435,0.10802947165858799,6.549190003359737,1.1819978152582538,10.202439161455418,0
3.935482587685891,0.09136854328545826,6.580944174091259,3.1760109851977063,11.298382646668923,0
2.906335490796813,0.1160645735378694,3.054592399942588,1.3764031196673607,7.0476016792020255,0
2.7767425239664894,0.07951567036852514,8.248999815550604,1.0604348327460418,8.906079313144119,0
3.3756935616858943,0.0,6.018067438268661,1.5953041431366737,7.822787787302781,0
2.6131054004482133,0.06100735268891806,2.570825492698148,0.0,8.582567331380513,0
3.206390463468249,0.01240855966241404,3.1647210814862454,1.9361221671686533,9.324612284736604,0
2.987486520627428,0.10221793987578036,3.6492398366651857,2.099014449487257,6.823319885384628,0
